Age,Gender,Weight (kg),Height (cm),Waist (cm),Hip (cm),Neck (cm),Body Fat Percentage
22,Male,61.8,160.8,84.8,106.2,43.1,15.081224458152974
48,Female,53.9,176.9,102.5,83.8,41.8,27.56979613476659
62,Female,75.2,174.1,89.2,128.4,38.7,43.76420457638409
54,Female,93.1,173.3,79.9,87.9,40.9,19.51973841256728
42,Male,81.3,165.8,66.4,133.6,39.9,-1.608652467370348
60,Female,58.8,179.1,87.6,114.6,31.0,39.174678890801545
42,Male,107.1,180.4,65.8,108.9,39.5,-4.150036486753947
20,Female,70.1,193.8,82.3,119.6,43.1,30.158551068916836
55,Male,92.2,188.1,67.0,136.0,42.5,-7.608458193316835
49,Female,67.2,166.5,100.6,97.8,37.1,38.18387297647621
37,Female,91.6,169.0,106.4,96.2,34.9,40.35272690539006
47,Male,59.1,162.0,74.6,102.2,35.7,12.362758327718268
19,Female,95.9,158.5,64.5,109.2,38.5,27.767229026046493
22,Female,90.1,155.4,80.8,84.5,36.1,25.470366639028896
36,Female,86.4,151.7,93.6,120.8,35.2,50.49069423623973
37,Female,65.2,170.9,106.1,111.3,31.8,47.420966455534256
39,Female,87.0,198.0,84.2,112.4,31.6,31.918361162590998
28,Male,112.8,176.9,82.0,95.0,30.4,20.04679935086483
35,Male,58.8,187.1,114.5,130.4,44.9,29.624597557509162
44,Male,99.3,169.9,87.0,103.9,35.4,21.25958893415583
48,Female,58.0,169.2,86.8,119.1,31.1,43.378129072810566
52,Male,73.7,156.3,84.6,94.4,38.5,19.588645251495166
61,Female,97.9,165.0,81.8,129.0,40.1,42.790853130210394
62,Female,89.2,196.4,103.7,98.0,40.2,30.757297469074558
38,Male,97.5,174.5,76.9,135.3,44.5,3.826487428230223
37,Female,117.4,160.2,82.7,107.3,33.2,37.89551875558499
26,Male,117.9,183.2,76.9,88.7,43.4,3.618655107142274
48,Male,114.0,170.3,94.2,116.7,43.6,20.462670393345434
26,Female,84.6,191.4,117.6,113.4,36.9,45.39695718113859
24,Male,73.9,154.6,83.4,105.3,44.3,13.90680474283954
50,Male,69.6,176.1,118.1,129.2,33.0,39.45355931168348
18,Female,90.3,190.1,99.4,105.3,35.1,35.74327587226816
36,Male,81.8,192.7,107.7,88.2,41.4,26.85050609896888
20,Male,119.6,169.8,80.0,81.7,44.2,8.068288345318251
56,Female,87.5,187.1,73.5,133.5,31.2,39.09568505399028
29,Male,73.0,198.3,94.6,108.0,40.1,18.651548572579884
47,Female,94.5,181.1,119.4,113.8,44.1,46.06312540345061
33,Female,53.1,190.6,102.6,86.9,31.5,30.545558017734095
30,Male,57.8,178.7,100.9,109.4,32.7,30.276021588867934
41,Female,96.5,189.5,87.0,112.0,40.2,31.163691525746856
34,Female,58.6,197.0,112.8,107.9,39.5,38.92687211593807
44,Male,102.9,185.6,101.8,137.2,34.5,28.58409762025741
46,Female,54.3,157.7,100.5,114.3,44.0,44.97487928860676
58,Female,91.6,154.1,77.6,138.5,35.8,50.19925160569386
31,Male,97.5,190.6,117.5,89.2,35.1,35.6205495537435
22,Male,104.6,162.9,75.0,134.9,42.6,5.755843635607903
60,Female,112.0,193.8,91.4,113.2,38.4,33.4052817812435
55,Female,71.9,159.8,80.4,97.8,36.6,30.665457232285064
23,Male,100.3,195.6,70.8,124.7,38.2,0.8699954802768275
41,Female,55.7,190.3,68.6,113.4,40.8,22.77131627155785
57,Male,108.1,194.1,77.6,114.5,31.3,13.35544517954861
50,Female,112.3,161.6,101.3,90.3,35.0,37.401108246307444
26,Female,102.4,193.9,118.5,120.8,42.9,45.66744052649517
59,Female,69.7,179.4,111.2,97.6,41.0,37.627759487058654
20,Female,54.4,154.2,73.1,101.3,31.1,33.12279796615951
40,Female,79.5,196.6,64.7,134.4,36.9,31.01882375985076
38,Female,68.9,159.7,101.2,90.8,34.6,38.319375158813386
39,Male,87.1,160.7,61.8,133.2,41.9,-10.226576164441497
62,Female,77.6,185.2,111.5,110.0,32.2,45.076808103955045
25,Female,59.5,179.2,109.5,90.7,32.2,37.76621331650858
37,Female,108.6,195.1,107.6,128.7,41.1,44.912250732609834
31,Male,110.5,165.3,93.1,119.1,44.8,19.635165284424147
47,Female,106.9,152.1,118.4,100.8,35.9,52.10826278890522
25,Male,64.7,199.7,87.5,98.0,43.0,11.113336792049836
36,Female,80.0,165.6,119.2,105.3,36.0,50.12510860589839
62,Male,62.0,158.1,112.9,88.2,39.9,36.82101371961272
55,Female,96.6,199.2,67.6,128.6,37.3,28.977468980656283
53,Female,106.3,178.1,113.7,96.7,41.1,38.61495344944291
23,Female,90.7,157.4,78.3,129.6,30.9,47.76384232801769
51,Female,88.2,191.8,106.1,123.9,38.2,44.40117324506298
27,Female,100.0,197.3,60.0,136.5,45.0,26.0615810441102
48,Female,57.9,194.1,76.6,85.9,41.3,11.695852998068005
28,Male,67.3,159.9,105.5,101.0,33.5,35.91175044417116
60,Female,72.0,152.6,118.3,117.4,34.6,59.223010786043176
52,Female,87.3,168.6,70.3,131.5,40.3,37.69587072882376
28,Male,118.3,167.7,87.6,89.3,32.2,24.313085071069054
57,Male,110.4,170.3,95.2,131.7,30.1,29.986180680080224
49,Female,67.3,189.9,117.2,84.0,41.6,31.4264763661173
43,Male,66.3,150.5,87.2,108.5,39.0,22.380008674858516
39,Male,80.5,183.7,116.0,85.1,40.1,33.56514109929179
18,Male,118.2,199.3,118.7,89.0,30.3,36.97123249227644
46,Male,60.7,170.0,116.5,126.5,35.7,38.52155927879835
56,Male,117.0,174.3,104.9,81.1,38.0,30.312810598239196
39,Male,63.3,181.4,67.6,113.3,40.5,-3.3004706593575293
49,Male,112.1,164.3,96.1,85.9,42.7,23.554653132646536
42,Female,108.1,185.9,105.2,128.7,34.3,48.91521178702067
57,Female,111.8,160.1,117.3,128.5,43.6,57.25276657896961
62,Female,112.4,153.2,106.7,122.2,40.1,54.052556812297155
46,Male,65.3,190.1,92.3,125.4,36.0,21.116741726353894
54,Female,104.5,158.8,72.3,115.4,39.9,34.01048332365724
49,Female,97.7,186.6,87.4,109.1,39.9,30.864242819763433
47,Female,111.5,193.6,98.3,104.6,33.2,34.952629731922684
35,Female,84.3,152.3,79.5,119.7,30.1,45.87904963416429
61,Male,78.9,185.3,87.4,103.0,31.8,21.421878665710153
20,Male,100.8,182.3,61.0,80.2,44.3,-19.029151980932454
29,Male,68.9,181.2,112.7,86.0,42.9,30.73718564417021
37,Male,107.4,164.8,62.1,119.1,32.6,2.19728416370657
25,Male,70.0,152.3,84.6,101.9,39.9,19.225921779353712
48,Male,53.0,154.9,90.7,139.4,43.7,20.57336539029859
41,Female,88.6,163.6,118.3,101.2,43.7,45.40142196893089
30,Female,108.5,170.3,116.1,86.5,38.5,38.40081151307834
25,Male,98.3,195.9,98.8,99.7,40.9,21.25324151417351
59,Female,119.3,184.2,95.0,121.2,35.9,41.69079159234627
31,Female,59.9,151.3,82.0,111.7,31.1,43.24711378098715
32,Male,74.1,196.0,62.5,116.6,37.9,-8.564809048921347
38,Female,76.6,186.0,76.1,86.7,34.8,17.093682750429593
32,Male,54.1,174.6,110.9,129.6,36.1,34.60704471883747
43,Female,53.0,173.2,98.9,134.1,32.6,52.66421873394597
55,Male,52.1,196.7,108.9,88.7,41.0,27.12471114699605
63,Male,78.6,177.5,110.2,117.6,44.2,29.223158216512843
55,Male,109.1,175.1,63.7,93.8,40.5,-7.493708819672349
50,Female,99.7,188.7,80.2,90.9,37.4,19.414758804192104
27,Female,81.3,179.7,100.6,92.3,36.3,32.559510539207395
36,Female,68.5,162.4,111.2,111.3,38.3,49.30020762592187
28,Female,51.1,199.9,108.1,133.2,39.8,46.150479272797895
20,Male,62.3,164.0,85.3,129.1,31.9,23.610236889785995
40,Male,77.1,184.2,115.9,88.6,41.9,32.48913893994802
23,Female,75.9,174.5,78.0,110.6,30.1,34.75777316273542
58,Female,68.2,156.1,82.5,89.1,42.7,25.112224930693685
58,Female,119.8,197.9,70.9,106.3,37.5,20.35349093920479
46,Male,81.3,166.8,73.6,113.8,36.5,9.834966918849204
21,Female,68.7,182.9,60.5,128.7,31.8,32.12734739735521
20,Male,78.5,186.9,78.5,131.7,38.8,8.971359344826283
37,Female,69.6,169.7,78.4,81.7,31.3,21.43093376477907
60,Female,74.6,163.0,64.0,121.4,43.0,30.17748574301436
25,Female,58.8,152.9,80.4,104.6,34.5,37.051716422102345
23,Female,50.1,197.6,78.1,109.7,32.6,27.679726162244094
22,Male,84.4,179.1,107.9,93.3,33.8,33.42995759938191
25,Male,84.2,185.8,69.4,82.1,38.0,1.0109057163919033
25,Male,61.0,173.4,103.5,130.1,38.4,29.423258981366473
52,Male,108.3,161.7,67.8,93.8,35.1,6.2851428810640755
36,Male,63.4,199.8,89.8,132.8,41.8,13.809007881519733
27,Female,103.9,198.4,104.2,84.2,35.7,26.36659111586738
52,Female,63.3,193.0,96.4,104.5,36.6,32.768390529477756
26,Female,69.7,195.8,98.8,124.5,32.0,43.22975116088219
25,Male,68.9,178.8,72.4,95.4,32.0,10.861006595958145
25,Male,66.1,168.4,109.6,138.0,31.5,37.4722606727766
25,Female,116.7,167.2,117.1,118.2,32.2,55.445313089288106
37,Male,68.4,196.7,69.3,93.0,43.5,-7.100766088748969
24,Female,83.9,197.9,113.3,127.6,40.3,46.292045598364155
63,Female,101.5,172.0,83.9,139.1,40.1,46.00366276600704
39,Female,72.3,180.4,101.9,94.9,32.2,35.97105825619451
34,Male,50.8,190.3,90.4,129.4,37.8,18.573571088067695
61,Male,103.3,185.1,107.6,138.6,37.3,30.346236488503394
22,Male,69.9,193.5,62.7,93.2,34.3,-3.482781893393849
51,Male,111.1,180.4,79.4,94.1,34.1,14.705798957875345
42,Female,84.4,179.1,62.8,123.0,41.4,26.975467156090133
64,Female,93.7,168.8,116.5,137.0,34.5,60.94651198930546
60,Female,116.6,153.7,70.2,121.7,38.9,38.013820451094034
32,Male,110.9,152.8,85.5,110.3,43.8,16.58288578894286
48,Male,105.5,157.6,98.5,86.3,37.7,29.7724994467917
62,Male,87.2,152.9,87.7,135.5,39.1,22.21000259360443
36,Female,61.9,176.8,92.2,84.1,43.1,21.958009091832366
61,Male,108.9,170.2,72.2,92.7,40.8,3.4429345016463913
48,Male,56.6,151.3,64.0,107.0,30.2,9.335166381630359
64,Male,112.1,151.1,75.4,110.0,32.2,18.206472040652613
29,Female,103.6,176.2,79.0,83.3,34.0,19.553200094359
40,Female,106.2,177.5,84.9,84.9,36.5,21.83871544230402
40,Female,76.4,151.9,77.8,87.5,34.1,27.544456722335894
53,Female,55.9,183.5,62.1,82.4,36.9,6.289324591367688
28,Male,100.9,156.3,65.7,138.6,41.8,-3.4672585714405386
39,Female,118.5,174.7,100.4,94.3,44.6,30.808254650140384
64,Male,110.1,157.9,63.8,132.8,39.4,-3.051272174792871
47,Female,108.9,152.0,62.8,127.1,43.1,35.51467247321898
22,Female,94.3,160.6,108.7,122.4,35.2,54.60977309145494
54,Female,58.1,173.2,62.5,119.5,32.1,31.10030047585741
37,Male,110.4,187.2,64.1,109.9,42.5,-11.572046445631372
27,Female,65.5,163.3,93.0,113.8,41.6,40.8436774067485
39,Female,68.5,184.3,86.6,133.4,33.5,44.18820727182913
59,Male,102.9,193.1,117.9,126.7,38.1,33.94409550180944
47,Male,100.2,163.5,116.2,93.8,44.9,34.81528416999993
47,Female,55.1,176.1,99.6,86.3,44.6,26.20556847790516
39,Male,67.6,170.5,64.3,97.6,36.8,-1.1237505442038014
55,Female,107.2,151.4,90.2,88.0,34.3,34.254291651573794
55,Female,116.5,169.6,62.7,137.3,34.4,39.25940509915313
55,Male,68.6,168.9,114.5,103.0,43.2,33.781801966320074
24,Female,103.2,181.1,99.6,90.4,40.0,29.153904483292195
53,Male,85.4,193.3,94.4,117.3,39.0,20.018231347779306
31,Female,76.6,183.6,85.7,103.9,34.0,31.1361467205964
28,Female,112.9,167.8,90.6,93.1,36.1,31.42289523170706
24,Female,88.4,172.4,84.0,83.5,38.4,20.910071209754904
49,Female,98.4,194.4,66.0,85.5,37.8,7.488893331412555
35,Male,91.5,182.0,99.7,113.8,30.8,30.097973616215484
51,Male,95.1,169.5,119.8,125.0,37.3,39.4503430770157
19,Female,86.2,180.0,66.7,135.5,39.2,35.36498351266812
24,Male,87.3,182.2,119.7,115.1,41.8,34.8464638151018
60,Male,109.7,174.1,114.0,119.2,31.9,38.38790468585029
48,Female,71.2,193.3,113.7,94.5,42.4,33.34940765748024
35,Female,101.5,190.6,109.9,96.5,31.4,37.90386686984533
37,Female,68.8,176.2,115.4,105.1,37.5,44.89660355311537
24,Male,55.0,197.9,74.8,132.1,31.3,10.566198176420585
39,Female,113.2,197.7,86.2,106.1,42.3,25.28129685892094
54,Female,78.7,198.3,88.8,94.4,37.0,23.376112199318186
51,Female,97.8,161.0,64.1,135.2,39.3,39.14572789761394
63,Male,103.1,155.2,118.9,104.7,37.5,41.7864675328301
56,Male,105.8,181.0,101.4,84.8,36.9,27.736009043501838
59,Male,65.8,186.4,87.1,112.7,32.7,20.433976578418424
57,Female,95.9,165.3,119.5,117.6,44.2,51.99244977722293
33,Male,103.2,176.9,76.3,137.3,40.9,6.513424998166727
31,Male,58.4,182.4,80.2,128.4,38.5,11.413420379665013
58,Female,59.9,173.2,71.5,86.1,33.1,18.255137947782316
49,Female,75.5,177.1,71.2,110.7,36.0,28.196006943965585
55,Male,71.1,153.8,71.3,106.0,35.1,11.297108650785901
56,Male,105.8,199.7,96.7,103.6,41.3,19.044451587127526
43,Male,95.0,168.9,77.6,88.4,32.9,16.157321069020327
47,Male,84.9,160.3,117.1,102.5,40.0,38.55056508245593
58,Female,57.4,174.0,109.0,108.2,43.5,41.59235288362726
56,Female,57.9,165.9,69.7,93.1,42.6,17.719647522053265
26,Male,86.2,169.6,110.0,114.6,35.1,35.58682048378455
49,Female,111.8,178.1,80.7,93.3,32.3,25.906066200321504
24,Female,104.3,163.9,73.7,87.3,35.4,21.21243509712116
29,Male,111.7,183.3,106.9,139.0,35.9,31.03561526752395
40,Male,89.6,171.6,111.4,121.3,38.1,34.36285593123853
34,Male,65.5,154.2,117.6,115.7,30.7,44.661889670619416
38,Female,52.2,194.3,85.2,99.7,37.7,24.734514474665104
29,Male,115.8,173.9,93.7,92.5,39.1,22.663590547574813
39,Male,83.3,196.1,96.9,87.9,44.1,17.820356126482068
40,Female,110.1,169.0,97.7,83.8,40.9,27.673732366119225
22,Male,101.3,177.1,84.1,122.0,30.4,21.492574823697794
35,Female,108.3,193.7,69.1,96.6,32.6,17.997322193269838
54,Male,64.7,173.1,64.2,99.1,37.1,-2.029567993734247
54,Female,97.6,181.7,114.4,89.7,44.6,33.373377649235124
24,Female,100.6,162.4,82.0,87.0,39.0,23.97232198960404
20,Male,88.7,161.9,70.8,109.7,42.7,1.0285549175332562
18,Male,108.5,177.1,119.0,123.7,31.6,40.34052697517092
23,Male,119.2,180.7,108.2,139.5,36.6,31.811051332379805
24,Male,50.7,182.8,118.9,100.4,30.3,39.85693859840552
44,Male,81.8,188.4,76.7,119.8,33.7,11.5730089786461
48,Female,102.8,196.1,87.8,87.0,42.2,17.222495233855
25,Male,100.8,162.0,108.5,113.3,39.3,33.934545762513096
31,Male,82.7,181.0,93.1,111.1,34.2,24.29152800833168
32,Male,109.0,172.2,81.3,81.9,42.6,10.416435305029268
24,Female,97.3,154.5,69.5,109.0,41.0,30.0923087995356
24,Male,88.4,172.7,93.7,109.7,37.5,23.95692544402789
50,Female,69.1,189.5,95.9,102.3,30.7,34.98625037790947
58,Female,75.7,154.0,103.2,114.4,43.6,47.51232758466665
24,Male,119.2,180.3,107.4,82.7,40.0,29.542777266283963
37,Male,113.4,170.5,67.1,130.7,42.2,-4.448375767913376
24,Female,98.7,182.7,97.7,111.2,44.0,35.5234081409306
31,Female,110.1,191.1,106.9,81.9,32.1,29.84335106534718
32,Female,59.5,177.1,83.3,139.0,41.3,43.83036590144576
35,Female,68.7,165.2,76.5,102.9,32.3,31.883572706447865
27,Female,112.0,154.5,88.8,139.2,37.7,54.253843936443275
52,Male,83.0,164.4,78.6,90.8,40.9,10.820421740039194
44,Female,91.4,168.2,90.6,81.8,37.8,24.84446168327844
60,Female,111.9,182.1,78.5,122.8,37.1,35.3658377679692
18,Female,78.3,169.4,85.4,136.7,34.3,48.74283599847672
45,Female,83.7,170.1,114.9,84.7,41.5,35.741027223490335
51,Female,57.9,164.5,115.0,124.1,31.3,58.06018575830865
20,Male,119.4,168.1,119.5,84.2,33.5,41.39342959629829
20,Male,118.1,163.3,89.2,127.6,30.7,27.191766300934773
28,Female,70.8,186.7,70.1,114.9,32.7,28.871317090841217
21,Male,109.7,199.1,113.3,126.9,36.1,31.684458578655097
47,Female,101.6,186.7,95.8,102.3,30.4,35.752562804665274
56,Male,60.3,153.7,104.9,134.3,33.4,36.90455476441076
49,Male,51.7,181.6,69.8,98.2,30.6,9.346548947205065
33,Male,51.0,185.1,79.2,97.0,43.1,5.916684816302109
34,Male,54.6,188.9,76.5,137.6,43.3,2.4568823374577846
28,Female,93.9,188.1,93.6,87.4,40.5,22.93416713294465
53,Male,84.5,175.4,119.8,115.6,38.9,37.560857953428865
49,Female,119.8,163.1,96.7,114.4,41.9,42.677977245850855
52,Male,70.1,156.0,94.4,94.2,34.2,29.7089345818801
44,Male,100.8,150.4,105.5,99.0,41.1,33.47668675914167
51,Male,77.1,150.1,79.7,97.2,35.0,19.660753321580955
22,Female,56.9,196.8,75.2,130.8,36.6,34.078843803064274
42,Male,111.4,180.4,110.3,103.4,44.7,28.485932180188627
45,Male,78.0,178.7,117.6,101.5,42.7,33.92135872716352
35,Male,114.2,168.8,85.3,118.2,36.3,19.539689950403556
20,Female,115.6,189.9,62.5,109.7,43.6,16.52987068776497
45,Male,107.4,161.0,70.7,105.6,31.5,12.817596858405409
19,Male,51.9,186.9,111.4,122.6,43.5,28.707600061118455
51,Female,117.6,168.1,67.3,104.8,43.3,21.83951399699123
39,Male,58.7,185.4,105.8,93.3,39.7,27.92876337240375
39,Male,115.2,185.3,97.2,124.5,34.9,25.69243369499651
47,Female,92.5,165.8,103.6,84.1,42.3,30.893407650642587
51,Male,76.4,196.7,75.4,140.0,34.1,8.904580085416626
18,Female,100.5,175.4,61.1,115.8,32.1,28.09221536174016
46,Female,85.5,162.9,62.4,93.0,38.3,16.74031869331685
36,Female,105.6,183.7,103.5,91.9,31.9,34.65818534287257
36,Male,86.0,187.5,96.8,96.4,35.4,24.780887840857247
58,Female,75.8,197.5,110.4,132.8,38.7,47.85007115822867
58,Female,75.3,153.7,84.0,129.6,33.1,50.41061802620385
46,Male,74.8,177.0,93.3,88.7,36.2,23.805142973704164
60,Male,83.1,174.5,107.0,116.0,34.6,33.34671581994206
50,Male,57.7,165.5,89.8,134.7,32.3,26.123794191217485
34,Female,96.3,188.4,119.6,124.0,39.5,49.97705499837207
55,Female,73.9,159.7,104.6,115.2,39.0,48.6849580032125
18,Female,89.3,166.4,101.0,92.5,38.4,35.35924598417637
58,Male,86.9,188.3,108.1,136.6,44.0,26.279107095299594
50,Female,110.0,173.9,106.6,133.5,43.9,50.82973393001839
53,Female,110.3,156.8,73.2,99.3,38.6,27.567263921042922
39,Male,119.2,194.7,72.6,109.9,41.1,-0.16835853772465725
35,Female,66.9,186.5,96.4,84.9,42.1,22.666261596717447
34,Male,52.4,178.1,86.2,117.9,31.6,21.941695680968678
49,Male,79.7,180.5,112.3,83.3,42.7,30.747494241844038
37,Female,112.8,181.3,77.4,134.4,30.1,43.01251080155606
40,Female,92.0,175.0,79.9,132.8,30.0,45.09780773817664
45,Female,76.1,187.2,70.0,96.9,34.7,18.99260905402241
63,Female,104.0,185.8,118.9,124.5,41.9,49.66655425521304
43,Male,99.9,150.1,67.0,106.4,43.8,-3.3648908157135793
24,Male,99.9,155.5,119.0,130.7,36.0,42.51216251977445
58,Female,86.0,151.3,102.4,83.7,39.5,35.626977743406485
37,Male,87.1,158.4,65.3,110.3,37.1,1.753568623071999
58,Male,88.9,153.6,69.1,103.8,34.2,10.035541681853601
64,Female,88.7,159.7,79.6,95.6,43.0,25.86795358067957
28,Male,64.4,176.9,75.6,92.6,38.8,7.870364715152448
24,Female,67.2,183.5,118.4,120.6,40.3,49.19705426780962
55,Female,76.2,195.9,96.8,92.1,39.3,25.496760789415305
44,Male,109.9,187.0,64.5,117.9,31.3,2.737693937405936
26,Female,82.4,151.6,91.5,103.4,42.4,38.41000714416697
21,Male,114.8,173.4,113.8,94.6,30.6,39.05045624455113
55,Male,105.5,183.8,85.0,127.0,40.4,13.598772040447784
46,Male,110.3,165.8,100.0,101.8,32.1,32.45934379995339
43,Male,59.4,168.4,106.4,80.9,38.2,32.140170382885344
42,Female,60.4,190.1,71.1,131.1,31.9,36.04192056297978
31,Female,66.6,152.4,111.3,98.9,44.5,44.31881539464325
54,Male,96.4,177.0,86.9,129.3,36.5,19.161371614997734
45,Male,83.3,190.2,63.4,112.8,41.9,-12.135026431082508
25,Female,61.9,189.9,112.7,132.9,41.9,49.44264349312806
59,Female,102.2,156.0,93.9,105.1,31.8,43.88928685155429
28,Male,86.2,192.2,71.9,90.2,38.5,2.1820623165035045
52,Female,101.2,153.9,79.0,81.1,45.0,17.99176085726691
48,Male,113.7,196.2,94.2,126.7,35.7,21.59060396955988
51,Female,114.0,160.8,82.5,126.8,31.4,47.12389874859309
63,Male,71.1,155.8,74.0,91.7,41.5,7.122282312462119
53,Female,61.1,153.7,88.8,137.3,38.9,53.229315568183154
34,Female,80.4,167.2,71.1,136.9,40.7,40.675822561586415
38,Female,55.9,167.4,74.7,101.9,38.0,27.09134851548555
43,Male,53.1,176.3,109.6,88.9,34.0,34.716661163490585
58,Male,118.5,186.6,73.7,97.0,37.0,6.26293132436308
45,Male,118.0,175.5,101.7,135.8,38.8,27.73149314692847
39,Female,74.6,198.9,75.0,116.6,33.6,28.644543468690074
58,Male,107.4,160.5,72.7,134.9,42.8,3.394511503005049
20,Female,65.6,160.5,75.1,81.4,36.2,19.18372706597728
45,Male,79.2,185.2,88.1,139.5,40.7,15.576340681017427
53,Male,100.9,165.7,68.8,117.7,44.2,-4.0820932592171175
19,Male,88.5,158.6,66.4,91.1,36.2,4.070979370137081
63,Female,107.5,189.6,105.4,110.4,36.9,39.76512199402458
37,Male,118.6,161.3,61.4,129.2,32.8,1.7325917389256915
57,Female,50.6,187.4,83.1,88.5,35.6,20.868856730028995
53,Female,114.7,160.3,83.8,116.5,37.9,40.445343813229954
25,Female,78.9,197.0,113.6,121.6,33.4,46.96179022678774
56,Female,78.6,164.8,106.5,104.8,30.4,47.21571909795563
42,Male,50.0,187.5,90.6,112.5,33.9,21.795207319123108
32,Female,108.4,192.1,88.8,130.2,40.2,39.115537602722725
47,Female,103.1,156.1,93.9,137.1,42.9,52.84182449715212
64,Male,112.6,153.4,81.5,113.3,32.0,22.796830244198247
51,Female,61.7,179.9,102.0,122.2,40.1,44.361058614672004
21,Female,65.1,181.0,101.2,99.4,35.1,36.21462977263241
39,Male,71.2,181.1,94.5,100.0,34.5,24.97233475054219
42,Female,87.1,172.8,63.5,133.3,36.5,36.0220853552475
26,Male,74.2,196.7,67.6,85.9,43.1,-8.791751389589649
40,Female,71.0,184.6,62.4,92.3,38.7,10.90057925394808
56,Female,62.8,153.7,103.1,96.2,39.6,41.16884768659554
29,Male,61.1,189.3,88.7,85.7,31.7,21.70343855794954
31,Female,83.1,163.8,117.3,120.1,31.8,57.430649494063914
24,Male,81.2,186.2,117.1,134.4,37.5,35.00365139002116
48,Female,105.0,153.0,107.9,81.6,40.8,36.14674526344976
23,Male,107.7,188.3,86.6,95.1,32.9,19.651200622755482
40,Female,99.0,177.1,79.0,135.2,38.2,41.74120752169915
36,Male,108.2,186.0,72.1,107.9,43.7,-2.411436659246533
38,Female,57.6,174.7,73.9,133.1,37.7,39.50886073996901
36,Female,82.0,190.1,119.4,136.6,37.2,54.92949674506673
64,Male,70.1,197.4,91.8,139.5,38.8,17.76276029295849
36,Female,67.6,187.1,60.7,103.7,40.4,14.728958928041038
61,Female,99.9,187.2,62.7,100.6,34.5,17.239152590581398
51,Female,108.2,160.8,87.5,124.9,35.0,46.910375792264574
60,Male,58.0,167.7,86.6,115.7,32.3,23.559106331567307
30,Female,58.7,156.3,84.3,119.6,44.2,40.385433206599714
53,Female,94.8,176.6,109.4,111.9,30.7,47.86735455498558
42,Female,60.1,172.3,102.2,110.8,36.9,43.07530944684919
50,Male,103.8,164.7,66.4,98.9,40.3,-1.9387419609536778
38,Male,108.0,153.5,81.8,115.7,40.7,15.920807600083606
51,Male,86.6,196.6,95.8,96.1,39.4,20.172649302061018
63,Female,113.6,180.3,82.9,101.3,35.1,28.926766893426702
42,Female,51.4,166.2,72.5,117.8,31.2,37.26379765633243
35,Female,65.8,167.4,97.7,118.2,44.0,42.6333953842701
60,Male,104.1,169.8,96.1,114.6,32.9,28.938152104909307
28,Male,117.0,190.6,118.5,120.5,43.6,31.882719410852587
36,Female,117.2,160.5,93.7,104.7,33.4,41.56303877338286
51,Male,50.0,192.8,112.5,115.7,31.1,34.77306987851313
19,Female,94.2,165.6,117.0,85.7,31.3,42.925185773749604
47,Male,51.9,193.6,86.1,109.0,35.4,16.717074582673376
62,Male,99.0,194.8,63.2,115.2,32.3,-0.832792501664926
55,Female,103.8,184.8,68.6,105.3,37.2,21.82098096522992
32,Female,110.0,194.7,90.2,81.0,36.8,18.43283403616232
28,Female,87.1,187.4,113.6,122.1,42.5,46.052551281007254
41,Male,109.5,157.2,99.2,107.3,40.4,28.566230724385946
21,Male,114.7,197.8,72.1,89.3,40.5,-0.4942235134008115
36,Male,87.3,159.5,102.1,138.4,38.9,30.892585686785026
46,Male,86.7,174.7,113.7,136.5,30.7,38.712101226579364
31,Male,85.4,169.2,61.8,89.5,41.2,-10.459118934944684
34,Male,85.3,167.4,74.6,122.4,35.4,11.688070035053045
25,Female,104.2,189.2,69.2,111.1,42.5,21.353705166886243
30,Male,54.7,164.5,107.0,97.4,33.7,35.710916367639925
40,Male,81.7,176.9,113.5,121.1,40.1,33.45038173923638
46,Male,86.7,166.8,93.3,106.9,39.1,23.65358076637125
64,Male,65.0,194.7,110.9,133.9,31.7,33.386825559438535
28,Male,87.9,157.8,99.4,122.2,32.0,33.73574431635859
33,Female,81.9,158.8,99.4,110.5,45.0,42.0173701474904
